Player Name,Age,Market value,Left,Fee,Year,Club,Position
Fitz Hall,25,€4.50m,Crystal Palace,€4.50m,2006,Wigan,defender
Denny Landzaat,30,€7.00m,AZ Alkmaar,€4.40m,2006,Wigan,midfielder
Chris Kirkland,25,€3.00m,Liverpool,€3.73m,2006,Wigan,goalkeeper
David Cotterill,18,€400k,Bristol City,€3.20m,2006,Wigan,forward
Kevin Kilbane,29,€4.50m,Everton,€2.50m,2006,Wigan,midfielder
Emmerson Boyce,26,€1.60m,Crystal Palace,€1.50m,2006,Wigan,defender
Caleb Folan,24,-,Chesterfield FC,€750k,2006,Wigan,forward
Carlo Nash,33,€500k,Preston,€450k,2006,Wigan,goalkeeper
Antonio Valencia,20,€2.25m,Villarreal,Loan fee:€400k,2006,Wigan,defender
Kristofer Haestad,23,€500k,Start,Loan fee:€250k,2006,Wigan,midfielder
Andreas Granqvist,21,€900k,Helsingborgs IF,Loan fee:€200k,2006,Wigan,defender
Tomasz Cywka,18,€75k,Gwarek Zabrze,free transfer,2006,Wigan,midfielder
David Unsworth,33,€2.50m,Sheff Utd,free transfer,2006,Wigan,defender
Andy Webster,24,€1.25m,Heart of Midl.,free transfer,2006,Wigan,defender
Julius Aghahowa,24,€2.00m,Shakhtar D.,free transfer,2006,Wigan,forward
Tomasz Kupisz,16,-,MKS Piaseczno,free transfer,2006,Wigan,forward
Chris Kirkland,25,€3.00m,Liverpool,loan transfer,2006,Wigan,goalkeeper
Svetoslav Todorov,27,€2.00m,Portsmouth,loan transfer,2006,Wigan,forward
John Filan,36,€575k,Doncaster,"End of loanNov 1, 2006",2006,Wigan,goalkeeper
Mike Pollitt,34,€600k,Burnley,"End of loanFeb 1, 2007",2006,Wigan,goalkeeper
Tomasz Cywka,18,€200k,Oldham Athletic,"End of loanDec 1, 2006",2006,Wigan,midfielder
Mike Pollitt,34,€600k,Ipswich,"End of loanDec 1, 2006",2006,Wigan,goalkeeper
Henri Camara,28,€3.50m,Wolves,€6.45m,2005,Wigan,forward
Paul Scharner,25,€3.00m,Brann,€3.67m,2005,Wigan,midfielder
David Connolly,28,€2.00m,Leicester,€3.00m,2005,Wigan,forward
Damien Francis,26,€550k,Norwich,€2.25m,2005,Wigan,midfielder
Mike Pollitt,33,€400k,Rotherham,€300k,2005,Wigan,goalkeeper
Ryan Taylor,20,-,Tranmere Rovers,€100k,2005,Wigan,defender
Arjan de Zeeuw,35,€1.30m,Portsmouth,free transfer,2005,Wigan,defender
David Thompson,28,€3.85m,Blackburn,free transfer,2005,Wigan,midfielder
Josip Skoko,29,€3.00m,Genclerbirligi,free transfer,2005,Wigan,midfielder
Pascal Chimbonda,26,€3.00m,SC Bastia,free transfer,2005,Wigan,defender
Stéphane Henchoz,30,€3.25m,Celtic,free transfer,2005,Wigan,defender
Neil Mellor,23,€1.50m,Liverpool,loan transfer,2005,Wigan,forward
Ngasanya Ilongo,20,-,Hapoel Tel Aviv,?,2005,Wigan,midfielder
Reto Ziegler,20,€1.30m,Tottenham,loan transfer,2005,Wigan,defender
David Wright,25,€600k,Norwich,"End of loanDec 18, 2005",2005,Wigan,midfielder
Émerson Thome,33,€750k,Derby,"End of loanNov 19, 2005",2005,Wigan,defender
Luke Joyce,18,€50k,Carlisle United,"End of loanApr 23, 2006",2005,Wigan,midfielder
Josip Skoko,30,€2.60m,Stoke City,"End of loanMay 1, 2006",2005,Wigan,midfielder
Hermann Hreidarsson,25,-,Brentford,€3.75m,1999,Wimbledon FC,defender
Martin Andresen,22,-,Stabæk,€3.00m,1999,Wimbledon FC,midfielder
Walid Badir,25,-,H. Petah Tikva,€1.50m,1999,Wimbledon FC,midfielder
Andreas Lund,24,-,Molde FK,?,1999,Wimbledon FC,forward
Chris Willmott,21,-,Luton,?,1999,Wimbledon FC,defender
Tore Pedersen,29,-,E. Frankfurt,?,1999,Wimbledon FC,defender
Kjetil Waehler,23,-,Lyn,?,1999,Wimbledon FC,defender
Trond Andersen,24,-,Molde FK,?,1999,Wimbledon FC,defender
Bryn Halliwell,18,-,Wimbledon U18,-,1999,Wimbledon FC,goalkeeper
Robert Owusu Ansah,19,-,Wimbledon U18,-,1999,Wimbledon FC,midfielder
Wayne Gray,18,-,Wimbledon U18,-,1999,Wimbledon FC,forward
Peter Hawkins,21,-,York City,"End of loanMay 1, 2000",1999,Wimbledon FC,defender
Patrick Agyemang,19,-,Brentford,"End of loanMay 1, 2000",1999,Wimbledon FC,forward
Robert Owusu Ansah,20,-,Raith Rovers,"End of loanMay 8, 2000",1999,Wimbledon FC,midfielder
Wayne Gray,19,-,Swindon Town,"End of loanMay 1, 2000",1999,Wimbledon FC,forward
John Hartson,23,-,West Ham,€11.25m,1998,Wimbledon FC,forward
Gareth Ainsworth,25,-,Port Vale,€3.00m,1998,Wimbledon FC,midfielder
Andy Roberts,24,-,Crystal Palace,€2.50m,1998,Wimbledon FC,midfielder
Lee Jones,23,-,Akron Zips,?,1998,Wimbledon FC,midfielder
Morten Bakke,30,-,Molde FK,loan transfer,1998,Wimbledon FC,goalkeeper
Patrick Agyemang,17,-,Wimbledon U18,-,1998,Wimbledon FC,forward
Stephen O'Flynn,16,-,Wimbledon U18,-,1998,Wimbledon FC,forward
Andy Clarke,31,-,Port Vale,"End of loanOct 1, 1998",1998,Wimbledon FC,forward
Andy Clarke,31,-,Northampton,"End of loanFeb 15, 1999",1998,Wimbledon FC,forward
Mark Kennedy,21,-,Liverpool,€2.40m,1997,Wimbledon FC,defender
Michael Hughes,26,-,West Ham,€2.00m,1997,Wimbledon FC,midfielder
Ceri Hughes,26,-,Luton,€450k,1997,Wimbledon FC,midfielder
Carl Leaburn,28,-,Charlton,€359k,1997,Wimbledon FC,forward
Ståle Solbakken,29,-,Lillestrøm,?,1997,Wimbledon FC,midfielder
Ben Thatcher,20,-,Millwall,€2.64m,1996,Wimbledon FC,defender
Duncan Jupp,21,-,Fulham,€240k,1996,Wimbledon FC,defender
Peter Hawkins,17,-,Wimbledon U18,-,1996,Wimbledon FC,defender
Damien Francis,17,-,Wimbledon U18,-,1996,Wimbledon FC,midfielder
Carl Cort,18,-,Wimbledon U18,-,1996,Wimbledon FC,forward
Scott Fitzgerald,27,-,Millwall,"End of loanNov 9, 1996",1996,Wimbledon FC,defender
Scott Fitzgerald,27,-,Millwall,"End of loanJan 24, 1997",1996,Wimbledon FC,defender
Carl Cort,19,-,Lincoln City,"End of loanMar 1, 1997",1996,Wimbledon FC,forward
Andy Pearce,29,-,Sheff Wed,€730k,1995,Wimbledon FC,defender
Paul Heald,26,-,Leyton Orient,€125k,1995,Wimbledon FC,goalkeeper
Danny Hodges,18,-,Unknown,?,1995,Wimbledon FC,defender
Mark Thomas,20,-,Unknown,?,1995,Wimbledon FC,midfielder
Simon Tracey,27,-,Sheff Utd,loan transfer,1995,Wimbledon FC,goalkeeper
John Cheesewright,22,-,Colchester Utd.,loan transfer,1995,Wimbledon FC,goalkeeper
Andy Futcher,17,-,Wimbledon U18,-,1995,Wimbledon FC,defender
Jason Euell,18,-,Wimbledon U18,-,1995,Wimbledon FC,forward
Lenny Piper,17,-,Wimbledon U18,-,1995,Wimbledon FC,midfielder
Iain Laidlaw,18,-,Wimbledon U18,-,1995,Wimbledon FC,defender
Steve Anthrobus,26,-,Chester City,"End of loanJun 30, 1995",1995,Wimbledon FC,forward
Scott Fitzgerald,26,-,Sheff Utd,"End of loanMay 31, 1996",1995,Wimbledon FC,defender
Brian McAllister,25,-,Crewe Alexandra,"End of loanMay 31, 1996",1995,Wimbledon FC,defender
Aidan Newhouse,24,-,Torquay,"End of loanMay 31, 1996",1995,Wimbledon FC,forward
Gerald Dobbs,25,-,Cardiff,"End of loanMay 31, 1996",1995,Wimbledon FC,midfielder
Stewart Castledine,23,-,Wycombe,"End of loanMay 31, 1996",1995,Wimbledon FC,midfielder
Øyvind Leonhardsen,24,-,Rosenborg,€975k,1994,Wimbledon FC,midfielder
Kenny Cunningham,23,-,Millwall,€900k,1994,Wimbledon FC,defender
Efan Ekoku,27,-,Norwich,€750k,1994,Wimbledon FC,forward
Jon Goodman,23,-,Millwall,€650k,1994,Wimbledon FC,forward
Mick Harford,35,-,Coventry,€55k,1994,Wimbledon FC,forward
Peter Shilton,45,-,Plymouth,free transfer,1994,Wimbledon FC,goalkeeper
Andy Thorn,27,-,Crystal Palace,free transfer,1994,Wimbledon FC,defender
Brendan Murphy,18,-,Bradford,?,1994,Wimbledon FC,goalkeeper
Alan Reeves,26,-,Rochdale,?,1994,Wimbledon FC,defender
Lutz Pfannenstiel,21,-,Penang,?,1994,Wimbledon FC,goalkeeper
Steve Anthrobus,25,-,Peterborough,"End of loanJun 30, 1994",1994,Wimbledon FC,forward
Aidan Newhouse,23,-,Portsmouth,"End of loanMay 31, 1995",1994,Wimbledon FC,forward
Justin Skinner,22,-,Wycombe,"End of loanSep 26, 1994",1994,Wimbledon FC,defender
Marcus Gayle,23,-,Brentford,€375k,1993,Wimbledon FC,forward
Alan Kimble,26,-,Cambridge Utd.,€210k,1993,Wimbledon FC,defender
Gary Blissett,29,-,Brentford,free transfer,1993,Wimbledon FC,forward
Aidan Newhouse,22,-,Port Vale,"End of loanMay 31, 1994",1993,Wimbledon FC,forward
Justin Skinner,21,-,Bournemouth,"End of loanMay 31, 1994",1993,Wimbledon FC,defender
Matheus Cunha,24,€25.00m,Atlético Madrid,€50.00m,2023,Wolves,forward
Jean-Ricner Bellegarde,25,€10.00m,R. Strasbourg,€15.00m,2023,Wolves,midfielder
Santiago Bueno,24,€8.00m,Girona,€12.00m,2023,Wolves,defender
Boubacar Traoré,21,€5.00m,FC Metz,€11.00m,2023,Wolves,midfielder
Tom King,28,€175k,Northampton,free transfer,2023,Wolves,goalkeeper
Matt Doherty,31,€5.00m,Atlético Madrid,free transfer,2023,Wolves,defender
Tommy Doyle,21,€7.00m,Man City,loan transfer,2023,Wolves,midfielder
Noha Lemina,18,€500k,Paris SG,loan transfer,2023,Wolves,midfielder
Nathan Fraser,18,€1.00m,Wolves U21,-,2023,Wolves,forward
Chem Campbell,21,€900k,Charlton,"End of loanJan 15, 2024",2023,Wolves,midfielder
Hayao Kawabe,27,€2.80m,Grasshoppers,"End of loanJun 30, 2023",2023,Wolves,midfielder
Luke Cundle,21,€4.00m,Plymouth,"End of loanJan 7, 2024",2023,Wolves,midfielder
Ki-Jana Hoever,22,€4.50m,Stoke City,"End of loanMay 31, 2024",2023,Wolves,defender
Louie Moulden,22,€200k,Northampton,"End of loanMay 31, 2024",2023,Wolves,goalkeeper
Luke Cundle,22,€5.00m,Stoke City,"End of loanMay 31, 2024",2023,Wolves,midfielder
Joe Hodge,21,€1.50m,QPR,"End of loanMay 31, 2024",2023,Wolves,midfielder
Conor Coady,30,€12.00m,Everton,"End of loanJun 30, 2023",2023,Wolves,defender
Yerson Mosquera,22,€3.50m,Cincinnati,"End of loanDec 31, 2023",2023,Wolves,defender
Fábio Silva,20,€13.00m,PSV Eindhoven,"End of loanJun 30, 2023",2023,Wolves,forward
Chiquinho,23,€2.00m,Stoke City,"End of loanAug 31, 2023",2023,Wolves,forward
Louie Moulden,22,€200k,Rochdale,"End of loanJan 15, 2024",2023,Wolves,goalkeeper
Bruno Jordão,24,€1.30m,Santa Clara,"End of loanJun 30, 2023",2023,Wolves,midfielder
Chem Campbell,21,€900k,Wycombe,"End of loanMay 31, 2024",2023,Wolves,midfielder
Gonçalo Guedes,26,€23.00m,Benfica,"End of loanJun 30, 2023",2023,Wolves,forward
Bendegúz Bolla,23,€2.70m,Grasshoppers,"End of loanJun 30, 2023",2023,Wolves,defender
Gonçalo Guedes,27,€18.00m,Benfica,"End of loanJan 18, 2024",2023,Wolves,forward
Matheus Nunes,23,€35.00m,Sporting CP,€45.00m,2022,Wolves,midfielder
Gonçalo Guedes,25,€40.00m,Valencia,€32.60m,2022,Wolves,forward
Nathan Collins,21,€10.00m,Burnley,€24.30m,2022,Wolves,defender
João Gomes,21,€15.00m,Flamengo,€18.70m,2022,Wolves,midfielder
Sasa Kalajdzic,25,€25.00m,VfB Stuttgart,€18.00m,2022,Wolves,forward
Hee-chan Hwang,26,€16.00m,RB Leipzig,€16.70m,2022,Wolves,forward
Mario Lemina,29,€7.00m,OGC Nice,€11.00m,2022,Wolves,midfielder
Pablo Sarabia,30,€20.00m,Paris SG,€5.00m,2022,Wolves,forward
Craig Dawson,32,€2.50m,West Ham,€3.75m,2022,Wolves,defender
Boubacar Traoré,21,€1.80m,FC Metz,Loan fee:€2.00m,2022,Wolves,midfielder
Daniel Bentley,29,€1.80m,Bristol City,€57k,2022,Wolves,goalkeeper
Matheus Cunha,23,€20.00m,Atlético Madrid,loan transfer,2022,Wolves,forward
Diego Costa,33,€4.00m,Without Club,-,2022,Wolves,forward
Chem Campbell,19,-,Wolves U21,-,2022,Wolves,midfielder
Hugo Bueno,19,-,Wolves U21,-,2022,Wolves,defender
Joe Hodge,19,-,Wolves U21,-,2022,Wolves,midfielder
Sang-bin Jeong,20,€850k,Grasshoppers,"End of loanMar 17, 2023",2022,Wolves,forward
Ryan Giles,23,€7.00m,Middlesbrough,"End of loanMay 31, 2023",2022,Wolves,defender
Chem Campbell,20,€1.00m,Wycombe,"End of loanMay 31, 2023",2022,Wolves,midfielder
Adama Traoré,26,€20.00m,Barcelona,"End of loanJun 30, 2022",2022,Wolves,forward
Ki-Jana Hoever,21,€4.00m,Stoke City,"End of loanMay 31, 2023",2022,Wolves,defender
Luke Cundle,21,€1.00m,Swansea,"End of loanMay 31, 2023",2022,Wolves,midfielder
Renat Dadashov,23,€350k,Tondela,"End of loanJun 30, 2022",2022,Wolves,forward
Bruno Jordão,23,€1.60m,Grasshoppers,"End of loanJun 30, 2022",2022,Wolves,midfielder
Ki-Jana Hoever,21,€4.00m,PSV Eindhoven,"End of loanJan 25, 2023",2022,Wolves,defender
Léo Bonatini,28,€500k,Grasshoppers,"End of loanJun 30, 2022",2022,Wolves,forward
Rúben Vinagre,23,€5.00m,Sporting CP,"End of loanJun 30, 2022",2022,Wolves,defender
Fábio Silva,20,€13.00m,RSC Anderlecht,"End of loanJan 24, 2023",2022,Wolves,forward
Louie Moulden,20,€200k,Solihull Moors,"End of loanJan 2, 2023",2022,Wolves,goalkeeper
Leonardo Campana,22,€3.00m,Miami,"End of loanDec 31, 2022",2022,Wolves,forward
Patrick Cutrone,24,€3.50m,FC Empoli,"End of loanJun 30, 2022",2022,Wolves,forward
Matija Sarkic,25,€2.00m,Stoke City,"End of loanMay 31, 2023",2022,Wolves,goalkeeper
Rayan Aït-Nouri,20,€18.00m,Angers SCO,€11.10m,2021,Wolves,defender
José Sá,28,€7.50m,Olympiacos,€8.00m,2021,Wolves,goalkeeper
Trincão,21,€22.00m,Barcelona,Loan fee:€6.00m,2021,Wolves,forward
Yerson Mosquera,20,€1.70m,Atl. Nacional,€5.20m,2021,Wolves,defender
Chiquinho,21,€1.00m,Estoril Praia,€3.50m,2021,Wolves,forward
Bendegúz Bolla,21,€600k,Fehérvár,€2.00m,2021,Wolves,defender
Sang-bin Jeong,19,€850k,Suwon Bluewings,€1.20m,2021,Wolves,forward
Hayao Kawabe,26,€1.30m,Grasshoppers,€600k,2021,Wolves,midfielder
Louie Moulden,19,-,Man City U23,free transfer,2021,Wolves,goalkeeper
Hee-chan Hwang,25,€11.00m,RB Leipzig,loan transfer,2021,Wolves,forward
Luke Cundle,19,-,Wolves U21,-,2021,Wolves,midfielder
Morgan Gibbs-White,22,€11.00m,Sheff Utd,"End of loanMay 31, 2022",2021,Wolves,midfielder
Rafa Mir,24,€12.00m,SD Huesca,"End of loanJun 30, 2021",2021,Wolves,forward
Connor Ronan,24,€500k,St. Mirren,"End of loanMay 17, 2022",2021,Wolves,midfielder
Leonardo Campana,21,€1.20m,Grasshoppers,"End of loanJan 19, 2022",2021,Wolves,forward
Matija Sarkic,24,€1.80m,Birmingham,"End of loanJan 6, 2022",2021,Wolves,goalkeeper
Leonardo Campana,20,€1.20m,Famalicão,"End of loanJun 30, 2021",2021,Wolves,forward
Ryan Giles,22,€3.00m,Blackburn,"End of loanMay 31, 2022",2021,Wolves,defender
Bruno Jordão,22,€2.50m,Famalicão,"End of loanJun 30, 2021",2021,Wolves,midfielder
Toti,22,€1.00m,Grasshoppers,"End of loanJan 4, 2022",2021,Wolves,defender
Oskar Buur,23,€300k,Grasshoppers,"End of loanJun 30, 2021",2021,Wolves,defender
Patrick Cutrone,23,€9.00m,Valencia,"End of loanJun 30, 2021",2021,Wolves,forward
Louie Moulden,20,-,Ebbsfleet,"End of loanMay 31, 2022",2021,Wolves,goalkeeper
Ryan Giles,21,€2.00m,Cardiff,"End of loanJan 3, 2022",2021,Wolves,defender
Connor Ronan,23,€450k,Grasshoppers,"End of loanJun 30, 2021",2021,Wolves,midfielder
Rúben Vinagre,22,€5.00m,Famalicão,"End of loanJun 30, 2021",2021,Wolves,defender
Fábio Silva,18,€12.00m,FC Porto,€40.00m,2020,Wolves,forward
Nélson Semedo,26,€40.00m,Barcelona,€32.00m,2020,Wolves,defender
Ki-Jana Hoever,18,€3.60m,Liverpool U23,€9.80m,2020,Wolves,defender
Willian José,29,€20.00m,Real Sociedad,Loan fee:€3.00m,2020,Wolves,forward
Marçal,31,€2.40m,Olympique Lyon,€2.00m,2020,Wolves,defender
Toti,21,-,Estoril Praia,€789k,2020,Wolves,defender
Matija Sarkic,23,€100k,Aston Villa U23,free transfer,2020,Wolves,goalkeeper
Rayan Aït-Nouri,19,€20.00m,Angers SCO,loan transfer,2020,Wolves,defender
Vitinha,20,€5.00m,FC Porto,loan transfer,2020,Wolves,midfielder
Owen Otasowie,19,€1.50m,Wolves U21,-,2020,Wolves,midfielder
Ryan Giles,21,€1.30m,Rotherham,"End of loanMay 31, 2021",2020,Wolves,defender
Léo Bonatini,26,€2.80m,Vit. Guimarães,"End of loanJul 31, 2020",2020,Wolves,forward
Roderick Miranda,29,€1.20m,Famalicão,"End of loanJul 31, 2020",2020,Wolves,defender
Rúben Vinagre,21,€9.00m,Olympiacos,"End of loanDec 31, 2020",2020,Wolves,defender
Renat Dadashov,21,€350k,Grasshoppers,"End of loanOct 8, 2020",2020,Wolves,forward
Ryan Giles,20,€1.30m,Coventry,"End of loanJan 25, 2021",2020,Wolves,defender
Morgan Gibbs-White,20,€6.00m,Swansea,"End of loanJan 6, 2021",2020,Wolves,midfielder
Patrick Cutrone,23,€12.00m,Fiorentina,"End of loanJan 7, 2021",2020,Wolves,forward
Matija Sarkic,23,€100k,Shrewsbury,"End of loanMay 31, 2021",2020,Wolves,goalkeeper
Ryan Bennett,30,€4.00m,Leicester,"End of loanJul 31, 2020",2020,Wolves,defender
Hélder Costa,26,€8.00m,Leeds,"End of loanJun 30, 2020",2020,Wolves,forward
Raúl Jiménez,28,€35.00m,Benfica,€38.00m,2019,Wolves,forward
Daniel Podence,24,€6.00m,Olympiacos,€19.60m,2019,Wolves,forward
Patrick Cutrone,21,€28.00m,AC Milan,€18.00m,2019,Wolves,forward
Pedro Neto,19,€2.50m,Lazio,€17.90m,2019,Wolves,forward
Leander Dendoncker,24,€18.00m,RSC Anderlecht,€13.80m,2019,Wolves,midfielder
Bruno Jordão,20,€1.00m,Lazio,€8.90m,2019,Wolves,midfielder
Renat Dadashov,20,€225k,Estoril Praia,€500k,2019,Wolves,forward
Leonardo Campana,19,€2.00m,Barcelona SC,free transfer,2019,Wolves,forward
Jesús Vallejo,22,€10.00m,Real Madrid,loan transfer,2019,Wolves,defender
Oskar Buur,21,€100k,Wolves U21,-,2019,Wolves,defender
Ming-Yang Yang,23,€250k,Jumilla,"End of loanJun 30, 2019",2019,Wolves,midfielder
Michal Zyro,26,€250k,Pogon Szczecin,"End of loanJun 30, 2019",2019,Wolves,forward
Rafa Mir,22,€3.00m,UD Las Palmas,"End of loanJun 30, 2019",2019,Wolves,forward
Will Norris,26,€250k,Ipswich,"End of loanMay 31, 2020",2019,Wolves,goalkeeper
Rafa Mir,22,€3.00m,Nottm Forest,"End of loanJan 13, 2020",2019,Wolves,forward
Renat Dadashov,20,€400k,Paços Ferreira,"End of loanDec 31, 2019",2019,Wolves,forward
Sylvain Deslandes,22,€100k,Jumilla,"End of loanJun 30, 2019",2019,Wolves,defender
Ryan Giles,20,-,Coventry,"End of loanMay 31, 2020",2019,Wolves,defender
Ivan Cavaleiro,26,€10.00m,Fulham,"End of loanJan 6, 2020",2019,Wolves,forward
Phil Ofosu-Ayeh,27,€300k,Würzb. Kickers,"End of loanJun 30, 2019",2019,Wolves,defender
Connor Ronan,21,€500k,Dunajska Streda,"End of loanDec 31, 2019",2019,Wolves,midfielder
Roderick Miranda,28,€1.75m,Olympiacos,"End of loanJun 30, 2019",2019,Wolves,defender
Jack Ruddy,21,€100k,UD Sanse,"End of loanJun 30, 2019",2019,Wolves,goalkeeper
Kortney Hause,23,€1.00m,Aston Villa,"End of loanJun 30, 2019",2019,Wolves,defender
Ryan Giles,19,-,Shrewsbury,"End of loanJan 17, 2020",2019,Wolves,defender
Jordan Graham,25,€250k,Gillingham FC,"End of loanMay 31, 2020",2019,Wolves,forward
Connor Ronan,22,€450k,Blackpool,"End of loanMay 31, 2020",2019,Wolves,midfielder
Bright Enobakhare,21,€500k,Wigan,"End of loanJan 2, 2020",2019,Wolves,forward
Jonny Otto,24,€12.00m,Atlético Madrid,€21.00m,2018,Wolves,defender
Adama Traoré,22,€8.00m,Middlesbrough,€20.00m,2018,Wolves,forward
Rui Patrício,30,€16.00m,Sporting CP,€18.00m,2018,Wolves,goalkeeper
Diogo Jota,21,€12.00m,Atlético Madrid,€14.00m,2018,Wolves,forward
Willy Boly,27,€5.00m,FC Porto,€12.00m,2018,Wolves,defender
Benik Afobe,25,€10.00m,Bournemouth,€11.40m,2018,Wolves,forward
João Moutinho,31,€10.00m,Monaco,€5.60m,2018,Wolves,midfielder
Léo Bonatini,24,€5.00m,Al-Hilal,€4.00m,2018,Wolves,forward
Raúl Jiménez,27,€15.00m,Benfica,Loan fee:€3.00m,2018,Wolves,forward
Rúben Vinagre,19,€500k,Monaco,€2.25m,2018,Wolves,defender
Leander Dendoncker,23,€17.00m,RSC Anderlecht,Loan fee:€1.50m,2018,Wolves,midfielder
Max Kilman,21,-,Maidenhead Utd.,free transfer,2018,Wolves,defender
Jonny Otto,24,€12.00m,Atlético Madrid,loan transfer,2018,Wolves,defender
Ryan Giles,18,-,Wolves U18,-,2018,Wolves,defender
Duckens Nazon,24,€350k,Oldham Athletic,"End of loanJun 30, 2018",2018,Wolves,forward
Harry Burgoyne,21,-,Plymouth,"End of loanDec 7, 2018",2018,Wolves,goalkeeper
Aaron Collins,21,€75k,Colchester Utd.,"End of loanJan 2, 2019",2018,Wolves,forward
Benik Afobe,25,€10.00m,Stoke City,"End of loanJan 3, 2019",2018,Wolves,forward
Phil Ofosu-Ayeh,27,€400k,Hansa Rostock,"End of loanJan 30, 2019",2018,Wolves,defender
Joe Mason,27,€1.50m,Colorado,"End of loanJul 13, 2018",2018,Wolves,forward
Paul Gladon,26,€700k,Heracles Almelo,"End of loanJun 30, 2018",2018,Wolves,forward
Joe Mason,27,€1.50m,Portsmouth,"End of loanJan 2, 2019",2018,Wolves,forward
Connor Ronan,20,€250k,Walsall,"End of loanJan 1, 2019",2018,Wolves,midfielder
Danny Batth,28,€1.00m,Middlesbrough,"End of loanJan 28, 2019",2018,Wolves,defender
Harry Burgoyne,22,-,Falkirk,"End of loanMay 5, 2019",2018,Wolves,goalkeeper
Jordan Graham,24,€500k,Oxford United,"End of loanMay 31, 2019",2018,Wolves,forward
Prince Oniangué,29,€1.50m,Angers SCO,"End of loanJun 30, 2018",2018,Wolves,midfielder
Bright Enobakhare,21,€500k,Coventry,"End of loanMay 31, 2019",2018,Wolves,forward
Jordan Graham,23,€500k,Ipswich,"End of loanDec 31, 2018",2018,Wolves,forward
Ben Stevenson,21,€500k,Jumilla,"End of loanJan 19, 2019",2018,Wolves,midfielder
Léo Bonatini,25,€5.00m,Nottm Forest,"End of loanMay 31, 2019",2018,Wolves,forward
Ethan Ebanks-Landell,26,€250k,Rochdale,"End of loanMay 31, 2019",2018,Wolves,defender
Paul Gladon,26,€500k,Sint-Truiden,"End of loanJan 1, 2019",2018,Wolves,forward
Bright Enobakhare,20,€500k,Kilmarnock FC,"End of loanJan 6, 2019",2018,Wolves,forward
Jack Ruddy,21,€50k,Jumilla,"End of loanJan 4, 2019",2018,Wolves,goalkeeper
Roger Johnson,28,€5.00m,Birmingham,€8.00m,2011,Wolves,defender
Jamie O'Hara,24,€4.50m,Tottenham,€3.75m,2011,Wolves,midfielder
Eggert Gunnthór Jónsson,23,€1.50m,Heart of Midl.,€300k,2011,Wolves,midfielder
Dorus de Vries,30,€750k,Swansea,free transfer,2011,Wolves,goalkeeper
Emmanuel Frimpong,19,€750k,Arsenal,loan transfer,2011,Wolves,midfielder
Sébastien Bassong,25,€6.50m,Tottenham,loan transfer,2011,Wolves,defender
Johnny Gorman,18,-,Wolves U18,-,2011,Wolves,forward
