Player Name,Age,Position,Market value,Joined,Fee,Year,Club
Stephen Hughes,28,midfielder,-,Without Club,-,2011,Norwich
Kyle Naughton,23,defender,€150k,Tottenham,"End of loanMay 1, 2012",2011,Norwich
Ritchie De Laet,23,defender,-,Man Utd,"End of loanDec 31, 2011",2011,Norwich
Malky Mackay,32,defender,-,West Ham,€450k,2004,Norwich
Clint Easton,26,defender,-,Wycombe,free transfer,2004,Norwich
Paul Crichton,35,goalkeeper,-,York City,free transfer,2004,Norwich
Iwan Roberts,36,forward,-,Gillingham FC,free transfer,2004,Norwich
Mark Rivers,28,forward,-,Crewe Alexandra,free transfer,2004,Norwich
Keith Briggs,23,midfielder,-,Stockport,free transfer,2004,Norwich
Dean Sinclair,19,forward,-,Barnet,free transfer,2004,Norwich
Zema Abbey,27,forward,-,Wycombe,free transfer,2004,Norwich
Paul Gallacher,25,goalkeeper,-,Sheff Wed,loan transfer,2004,Norwich
Keith Briggs,22,midfielder,-,Crewe Alexandra,loan transfer,2004,Norwich
Ryan Jarvis,18,midfielder,-,Colchester Utd.,loan transfer,2004,Norwich
Danny Crow,19,forward,-,Northampton,loan transfer,2004,Norwich
Paul Gallacher,25,goalkeeper,-,Gillingham FC,loan transfer,2004,Norwich
Zema Abbey,27,forward,-,Boston Utd,loan transfer,2004,Norwich
David Bentley,20,midfielder,-,Arsenal,"End of loanApr 1, 2005",2004,Norwich
Brennan Johnson,22,forward,€48.00m,Tottenham,€55.00m,2023,Nottm Forest
Orel Mangala,25,midfielder,€20.00m,Olympique Lyon,Loan fee:€11.70m,2023,Nottm Forest
Sam Surridge,24,forward,€5.00m,Nashville,€5.80m,2023,Nottm Forest
Gustavo Scarpa,30,midfielder,€8.00m,Atlético-MG,€5.00m,2023,Nottm Forest
Braian Ojeda,23,midfielder,€3.50m,Salt Lake,€3.60m,2023,Nottm Forest
Richie Laryea,29,defender,€1.50m,Toronto,€700k,2023,Nottm Forest
Joe Worrall,27,defender,€7.50m,Besiktas,Loan fee:€500k,2023,Nottm Forest
Mohamed Dräger,27,defender,€500k,FC Basel,€420k,2023,Nottm Forest
Serge Aurier,31,defender,€3.70m,Galatasaray,€100k,2023,Nottm Forest
Jack Colback,33,midfielder,€300k,QPR,free transfer,2023,Nottm Forest
Jordan Smith,28,goalkeeper,€125k,Stockport,free transfer,2023,Nottm Forest
Cafú,30,midfielder,€400k,Rotherham,free transfer,2023,Nottm Forest
Steve Cook,32,defender,€600k,QPR,?,2023,Nottm Forest
Ethan Horvath,28,goalkeeper,€1.80m,Cardiff,?,2023,Nottm Forest
Giulian Biancone,23,defender,€3.00m,Olympiacos,?,2023,Nottm Forest
Josh Bowler,24,forward,€1.50m,Cardiff,loan transfer,2023,Nottm Forest
Emmanuel Dennis,25,forward,€4.20m,Basaksehir,loan transfer,2023,Nottm Forest
Gustavo Scarpa,29,midfielder,€8.00m,Olympiacos,loan transfer,2023,Nottm Forest
Ui-jo Hwang,31,forward,€1.80m,Norwich,loan transfer,2023,Nottm Forest
Jonathan Panzo,23,defender,€1.20m,Standard Liège,loan transfer,2023,Nottm Forest
Omar Richards,25,defender,€2.50m,Olympiacos,loan transfer,2023,Nottm Forest
Remo Freuler,31,midfielder,€6.50m,Bologna,loan transfer,2023,Nottm Forest
Brandon Aguilera,20,midfielder,€300k,Bristol Rovers,loan transfer,2023,Nottm Forest
Ui-jo Hwang,31,forward,€1.80m,Alanyaspor,loan transfer,2023,Nottm Forest
Lewis O'Brien,24,midfielder,€5.00m,Middlesbrough,loan transfer,2023,Nottm Forest
Alex Mighten,21,forward,€600k,Port Vale,loan transfer,2023,Nottm Forest
Emmanuel Dennis,26,forward,€4.20m,Watford,loan transfer,2023,Nottm Forest
Alex Mighten,21,forward,€600k,KV Kortrijk,loan transfer,2023,Nottm Forest
Jonathan Panzo,22,defender,€1.20m,Cardiff,loan transfer,2023,Nottm Forest
Richie Laryea,28,defender,€1.50m,Vancouver,loan transfer,2023,Nottm Forest
Scott McKenna,27,defender,€9.00m,FC Copenhagen,loan transfer,2023,Nottm Forest
Jonjo Shelvey,31,midfielder,€2.60m,C. Rizespor,loan transfer,2023,Nottm Forest
Loïc Mbe Soh,22,defender,€1.50m,Almere City,loan transfer,2023,Nottm Forest
Adnan Kanuric,22,goalkeeper,€150k,Without Club,-,2023,Nottm Forest
André Ayew,33,forward,€1.00m,Without Club,-,2023,Nottm Forest
Jesse Lingard,30,midfielder,€5.00m,Without Club,-,2023,Nottm Forest
Lyle Taylor,33,forward,€100k,Without Club,-,2023,Nottm Forest
Andrey Santos,19,midfielder,€15.00m,Chelsea,"End of loanJan 3, 2024",2023,Nottm Forest
Keylor Navas,36,goalkeeper,€1.50m,Paris SG,"End of loanJun 30, 2023",2023,Nottm Forest
Chris Wood,31,forward,€7.00m,Newcastle,"End of loanJun 30, 2023",2023,Nottm Forest
Renan Lodi,25,defender,€18.00m,Atlético Madrid,"End of loanJun 30, 2023",2023,Nottm Forest
Brice Samba,28,goalkeeper,€15.00m,Lens,€5.00m,2022,Nottm Forest
Nikolas Ioannou,26,defender,€1.20m,Como,free transfer,2022,Nottm Forest
Carl Jenkinson,30,defender,€250k,Newcastle,free transfer,2022,Nottm Forest
Lewis Grabban,34,forward,€100k,Al-Ahli,free transfer,2022,Nottm Forest
Nuno Da Costa,31,forward,€800k,AJ Auxerre,free transfer,2022,Nottm Forest
Xande Silva,25,forward,€800k,Dijon,free transfer,2022,Nottm Forest
Tobias Figueiredo,28,defender,€1.50m,Hull City,free transfer,2022,Nottm Forest
Joe Lolley,29,forward,€1.50m,Sydney FC,free transfer,2022,Nottm Forest
Adnan Kanuric,22,goalkeeper,€150k,Oxford City,loan transfer,2022,Nottm Forest
Lewis O'Brien,24,midfielder,€5.00m,D.C. United,loan transfer,2022,Nottm Forest
Josh Bowler,23,forward,€1.50m,Blackpool,loan transfer,2022,Nottm Forest
Ethan Horvath,27,goalkeeper,€1.80m,Luton,loan transfer,2022,Nottm Forest
Brandon Aguilera,19,midfielder,€300k,Guanacasteca,loan transfer,2022,Nottm Forest
Brandon Aguilera,19,midfielder,€300k,Estoril U23,loan transfer,2022,Nottm Forest
Jordan Smith,28,goalkeeper,€125k,Huddersfield,loan transfer,2022,Nottm Forest
Josh Bowler,23,forward,€1.50m,Olympiacos,loan transfer,2022,Nottm Forest
Jonathan Panzo,21,defender,€1.20m,Coventry,loan transfer,2022,Nottm Forest
Ui-jo Hwang,30,forward,€1.80m,FC Seoul,loan transfer,2022,Nottm Forest
Braian Ojeda,22,midfielder,€3.50m,Salt Lake,loan transfer,2022,Nottm Forest
Alex Mighten,20,forward,€600k,Sheff Wed,loan transfer,2022,Nottm Forest
Ui-jo Hwang,29,forward,€1.80m,Olympiacos,loan transfer,2022,Nottm Forest
Richie Laryea,27,defender,€1.50m,Toronto,loan transfer,2022,Nottm Forest
Loïc Mbe Soh,21,defender,€1.50m,Guingamp,loan transfer,2022,Nottm Forest
Gaëtan Bong,34,defender,-,Retired,-,2022,Nottm Forest
Loïc Badé,22,defender,€14.00m,Stade Rennais,"End of loanDec 31, 2022",2022,Nottm Forest
Dean Henderson,26,goalkeeper,€12.00m,Man Utd,"End of loanMay 31, 2023",2022,Nottm Forest
Glen Johnson,24,defender,-,Liverpool,€20.50m,2009,Portsmouth
Peter Crouch,28,forward,-,Tottenham,€10.50m,2009,Portsmouth
Sylvain Distin,31,defender,-,Everton,€6.50m,2009,Portsmouth
Younès Kaboul,23,defender,-,Tottenham,€5.90m,2009,Portsmouth
Asmir Begovic,22,goalkeeper,€300k,Stoke City,€3.75m,2009,Portsmouth
Niko Kranjcar,25,midfielder,-,Tottenham,€2.80m,2009,Portsmouth
Mike Williamson,26,defender,-,Newcastle,€1.10m,2009,Portsmouth
Martin Cranie,22,defender,-,Coventry,€1.00m,2009,Portsmouth
Sol Campbell,34,defender,-,Notts County,free transfer,2009,Portsmouth
Djimi Traoré,29,defender,-,Monaco,free transfer,2009,Portsmouth
Sean Davis,29,midfielder,-,Bolton,free transfer,2009,Portsmouth
Arnold Mvuemba,24,midfielder,-,FC Lorient,free transfer,2009,Portsmouth
Glen Little,33,midfielder,-,Sheff Utd,free transfer,2009,Portsmouth
Noé Pamarot,30,defender,-,Hércules CF,free transfer,2009,Portsmouth
Jerome Thomas,26,forward,-,West Brom,free transfer,2009,Portsmouth
David Nugent,24,forward,-,Burnley,loan transfer,2009,Portsmouth
Marlon Pack,18,midfielder,€300k,Dag & Red FC,loan transfer,2009,Portsmouth
Luke Wilkinson,19,defender,-,Northampton,loan transfer,2009,Portsmouth
Asmir Begovic,22,goalkeeper,€300k,Ipswich,loan transfer,2009,Portsmouth
Torric Jebrin,18,midfielder,€100k,Zulte Waregem,loan transfer,2009,Portsmouth
Marlon Pack,18,midfielder,€300k,Wycombe,loan transfer,2009,Portsmouth
Matt Ritchie,19,midfielder,€1.00m,Notts County,loan transfer,2009,Portsmouth
Tom Kilbey,18,midfielder,-,Dag & Red FC,loan transfer,2009,Portsmouth
Paris Cowan-Hall,19,forward,-,Grimsby Town,loan transfer,2009,Portsmouth
Dusko Tosic,25,defender,-,QPR,loan transfer,2009,Portsmouth
Callum Reynolds,19,defender,-,Luton,loan transfer,2009,Portsmouth
Luke Wilkinson,19,defender,-,Eastleigh,loan transfer,2009,Portsmouth
Matt Ritchie,20,midfielder,€1.00m,Swindon Town,loan transfer,2009,Portsmouth
Laurén,32,defender,-,Without Club,-,2009,Portsmouth
Antti Niemi,37,goalkeeper,-,Retired,-,2009,Portsmouth
Linvoy Primus,36,defender,-,Retired,-,2009,Portsmouth
Theofanis Gekas,29,forward,-,B. Leverkusen,"End of loanJun 30, 2009",2009,Portsmouth
Pelé,21,midfielder,-,FC Porto,"End of loanJun 30, 2009",2009,Portsmouth
Quincy Owusu-Abeyie,23,forward,-,Spartak Moscow,"End of loanMar 1, 2010",2009,Portsmouth
Scott Harris,23,midfielder,-,Redhill,,2009,Portsmouth
Lassana Diarra,23,midfielder,-,Real Madrid,€20.00m,2008,Portsmouth
Jermain Defoe,26,forward,-,Tottenham,€16.40m,2008,Portsmouth
Sulley Muntari,23,midfielder,-,Inter,€14.00m,2008,Portsmouth
Pedro Mendes,29,midfielder,-,Rangers,€3.75m,2008,Portsmouth
Adda Djeziri,20,forward,-,FC Hjörring,free transfer,2008,Portsmouth
Franck Songo'o,21,forward,-,Real Zaragoza,free transfer,2008,Portsmouth
Richard Duffy,23,defender,-,Millwall,free transfer,2008,Portsmouth
Jean-François Christophe,21,midfielder,-,Southend United,free transfer,2008,Portsmouth
Nick Jordan,18,goalkeeper,-,Exeter City,free transfer,2008,Portsmouth
Matt Ritchie,18,midfielder,€1.00m,Dag & Red FC,loan transfer,2008,Portsmouth
Linvoy Primus,34,defender,-,Charlton,loan transfer,2008,Portsmouth
Martin Cranie,21,defender,-,Charlton,loan transfer,2008,Portsmouth
Asmir Begovic,21,goalkeeper,€300k,Yeovil Town,loan transfer,2008,Portsmouth
Omar Alieu Koroma,18,forward,-,Norwich,loan transfer,2008,Portsmouth
Joel Ward,18,defender,€1.00m,Bournemouth,loan transfer,2008,Portsmouth
Glen Little,33,midfielder,-,Reading,loan transfer,2008,Portsmouth
Danijel Subotic,19,forward,-,Southend United,loan transfer,2008,Portsmouth
Djimi Traoré,28,defender,-,Birmingham,loan transfer,2008,Portsmouth
Danijel Subotic,19,forward,-,Zulte Waregem,loan transfer,2008,Portsmouth
Camilo Muñoz,17,defender,-,Hayes & Yeading,?,2008,Portsmouth
Armand Traoré,19,defender,-,Arsenal,"End of loanMay 1, 2009",2008,Portsmouth
Nadir Belhadj,26,defender,-,Lens,"End of loanDec 31, 2008",2008,Portsmouth
Jermaine Pennant,26,forward,-,Liverpool,"End of loanMay 31, 2009",2008,Portsmouth
Ben Sahar,19,forward,€150k,Chelsea,"End of loanDec 1, 2008",2008,Portsmouth
Gary O'Neil,24,midfielder,-,Middlesbrough,€7.50m,2007,Portsmouth
Benjani,29,forward,-,Man City,€5.20m,2007,Portsmouth
Matthew Taylor,26,midfielder,-,Bolton,€4.70m,2007,Portsmouth
Lomana LuaLua,26,forward,-,Olympiacos,€4.10m,2007,Portsmouth
Dejan Stefanovic,32,defender,-,Fulham,€1.50m,2007,Portsmouth
Collins Mbesuma,23,forward,-,Bursaspor,€375k,2007,Portsmouth
Andy Griffin,28,defender,-,Derby,free transfer,2007,Portsmouth
Berlin,19,forward,-,Crawley Town,free transfer,2007,Portsmouth
Svetoslav Todorov,28,forward,-,Charlton,free transfer,2007,Portsmouth
Jason Pearce,19,defender,-,Bournemouth,free transfer,2007,Portsmouth
Andy Cole,35,forward,-,Sunderland,free transfer,2007,Portsmouth
Djimi Traoré,27,defender,-,Stade Rennais,loan transfer,2007,Portsmouth
Franck Songo'o,20,forward,-,Crystal Palace,loan transfer,2007,Portsmouth
Marc Wilson,20,defender,-,Luton,loan transfer,2007,Portsmouth
Franck Songo'o,20,forward,-,Sheff Wed,loan transfer,2007,Portsmouth
Asmir Begovic,20,goalkeeper,€300k,Bournemouth,loan transfer,2007,Portsmouth
Jean-François Christophe,20,midfielder,-,Bournemouth,loan transfer,2007,Portsmouth
Jean-François Christophe,20,midfielder,-,Yeovil Town,loan transfer,2007,Portsmouth
Richard Duffy,22,defender,-,Coventry,loan transfer,2007,Portsmouth
Asmir Begovic,20,goalkeeper,€300k,Yeovil Town,loan transfer,2007,Portsmouth
Martin Cranie,21,defender,-,QPR,loan transfer,2007,Portsmouth
Andrew O'Brien,28,defender,-,Bolton,?,2007,Portsmouth
Milan Baros,26,forward,-,Olympique Lyon,"End of loanMay 31, 2008",2007,Portsmouth
Roudolphe Douala,28,forward,-,Sporting CP,"End of loanJun 30, 2007",2007,Portsmouth
Lucien Aubey,23,defender,-,Lens,"End of loanMay 18, 2008",2007,Portsmouth
Brian Priske,29,defender,-,Club Brugge,€1.00m,2006,Portsmouth
Jhon Viáfara,27,midfielder,-,Southampton,€250k,2006,Portsmouth
Grégory Vignal,24,defender,-,Lens,free transfer,2006,Portsmouth
David Thompson,29,midfielder,-,Bolton,free transfer,2006,Portsmouth
Gary Silk,21,defender,-,Notts County,free transfer,2006,Portsmouth
Andrea Guatelli,22,goalkeeper,-,FC Zürich,free transfer,2006,Portsmouth
Liam Horsted,20,forward,-,Unknown,free transfer,2006,Portsmouth
Vincent Péricard,23,forward,-,Stoke City,free transfer,2006,Portsmouth
Emmanuel Olisadebe,27,forward,-,Skoda Xanthi,free transfer,2006,Portsmouth
Dean Kiely,36,goalkeeper,-,West Brom,free transfer,2006,Portsmouth
Sander Westerveld,31,goalkeeper,-,UD Almería,free transfer,2006,Portsmouth
Aliou Cissé,30,midfielder,-,CS Sedan,free transfer,2006,Portsmouth
Andy Cole,35,forward,-,Birmingham,loan transfer,2006,Portsmouth
Marc Wilson,19,defender,-,Bournemouth,loan transfer,2006,Portsmouth
Richard Duffy,21,defender,-,Coventry,loan transfer,2006,Portsmouth
Franck Songo'o,19,forward,-,Preston,loan transfer,2006,Portsmouth
Asmir Begovic,19,goalkeeper,€300k,Macclesfield,loan transfer,2006,Portsmouth
Franck Songo'o,19,forward,-,Bournemouth,loan transfer,2006,Portsmouth
Andy Griffin,27,defender,-,Stoke City,loan transfer,2006,Portsmouth
Jamie Ashdown,25,goalkeeper,-,Norwich,loan transfer,2006,Portsmouth
Jason Pearce,19,defender,-,Woking,loan transfer,2006,Portsmouth
Dean Kiely,36,goalkeeper,-,Luton,loan transfer,2006,Portsmouth
Richard Duffy,21,defender,-,Swansea,loan transfer,2006,Portsmouth
James Keene,21,forward,-,Elfsborg,?,2006,Portsmouth
Svetoslav Todorov,27,forward,-,Wigan,loan transfer,2006,Portsmouth
Ivica Mornar,32,forward,-,Retired,-,2006,Portsmouth
Glen Johnson,22,defender,-,Chelsea,"End of loanMay 1, 2007",2006,Portsmouth
Manuel Fernandes,20,midfielder,-,Benfica,"End of loanDec 31, 2006",2006,Portsmouth
Andrés D'Alessandro,25,midfielder,-,VfL Wolfsburg,"End of loanJun 30, 2006",2006,Portsmouth
Azar Karadas,24,forward,-,Benfica,"End of loanJun 30, 2006",2006,Portsmouth
Arnold Mvuemba,22,midfielder,-,Stade Rennais,"End of loanMay 14, 2007",2006,Portsmouth
Yakubu Aiyegbeni,22,forward,-,Middlesbrough,€9.75m,2005,Portsmouth
Diomansy Kamara,24,forward,-,West Brom,€2.25m,2005,Portsmouth
Ricardo Fuller,25,forward,-,Southampton,€150k,2005,Portsmouth
Konstantinos Chalkias,31,goalkeeper,-,Real Murcia,free transfer,2005,Portsmouth
Patrik Berger,31,midfielder,-,Aston Villa,free transfer,2005,Portsmouth
David Unsworth,31,defender,-,Sheff Utd,free transfer,2005,Portsmouth
Arjan de Zeeuw,35,defender,-,Wigan,free transfer,2005,Portsmouth
Steve Stone,33,midfielder,-,Leeds,free transfer,2005,Portsmouth
Giannis Skopelitis,27,midfielder,-,AO Egaleo,free transfer,2005,Portsmouth
Mark Casey,22,defender,-,Ayr United,free transfer,2005,Portsmouth
Shaka Hislop,36,goalkeeper,-,West Ham,free transfer,2005,Portsmouth
Shaun Cooper,21,midfielder,-,Bournemouth,free transfer,2005,Portsmouth
Jhon Viáfara,27,midfielder,-,Real Sociedad,loan transfer,2005,Portsmouth
Gary Silk,21,defender,-,Boston Utd,loan transfer,2005,Portsmouth
Asmir Begovic,18,goalkeeper,€300k,La Louviere,loan transfer,2005,Portsmouth
Richard Duffy,19,defender,-,Coventry,loan transfer,2005,Portsmouth
Vincent Péricard,23,forward,-,Plymouth,loan transfer,2005,Portsmouth
Aleksandar Rodic,25,forward,-,Kayserispor,loan transfer,2005,Portsmouth
Liam Horsted,19,forward,-,Dunfermline A.,loan transfer,2005,Portsmouth
Vincent Péricard,22,forward,-,Sheff Utd,loan transfer,2005,Portsmouth
Andrea Guatelli,21,goalkeeper,-,Oxford United,loan transfer,2005,Portsmouth
Marc Wilson,18,defender,-,Yeovil Town,loan transfer,2005,Portsmouth
Daryl Fordyce,19,midfielder,-,Bournemouth,loan transfer,2005,Portsmouth
Sander Westerveld,31,goalkeeper,-,Everton,loan transfer,2005,Portsmouth
James Keene,20,forward,-,GAIS,loan transfer,2005,Portsmouth
James Keene,20,forward,-,Boston Utd,loan transfer,2005,Portsmouth
James Keene,19,forward,-,Bournemouth,loan transfer,2005,Portsmouth
Darío Silva,33,forward,-,Without Club,-,2005,Portsmouth
Hayden Foxe,28,defender,-,Career break,-,2005,Portsmouth
Chris Clark,21,midfielder,-,Portsmouth U21,-,2005,Portsmouth
Wayne Routledge,21,forward,-,Tottenham,"End of loanMay 31, 2006",2005,Portsmouth
Ognjen Koroman,27,forward,-,Terek Grozny,"End of loanMay 1, 2006",2005,Portsmouth
Salif Diao,29,midfielder,-,Liverpool,"End of loanMay 1, 2006",2005,Portsmouth
Zvonimir Vukic,26,midfielder,-,Shakhtar D.,"End of loanDec 1, 2005",2005,Portsmouth
Laurent Robert,30,forward,-,Newcastle,"End of loanDec 31, 2005",2005,Portsmouth
Nigel Quashie,26,midfielder,-,Southampton,€3.15m,2004,Portsmouth
Amdy Faye,27,midfielder,-,Newcastle,€3.00m,2004,Portsmouth
Rowan Vine,21,forward,-,Luton,€375k,2004,Portsmouth
Kevin Harper,29,midfielder,-,Stoke City,€75k,2004,Portsmouth
John Curtis,26,defender,-,Nottm Forest,free transfer,2004,Portsmouth
Pavel Srnicek,36,goalkeeper,-,Beira-Mar,free transfer,2004,Portsmouth
Teddy Sheringham,38,forward,-,West Ham,free transfer,2004,Portsmouth
Eddie Howe,26,defender,-,Bournemouth,free transfer,2004,Portsmouth
Deon Burton,27,forward,-,Brentford,free transfer,2004,Portsmouth
Chris Tardif,23,goalkeeper,-,Oxford United,free transfer,2004,Portsmouth
Tim Sherwood,35,midfielder,-,Coventry,free transfer,2004,Portsmouth
Sebastian Olszar,22,forward,-,Pol. Warsaw,free transfer,2004,Portsmouth
Sébastien Schemmel,29,defender,-,Le Havre AC,free transfer,2004,Portsmouth
Courtney Pitt,22,midfielder,-,Boston Utd,free transfer,2004,Portsmouth
Lewis Buxton,20,defender,-,Stoke City,free transfer,2004,Portsmouth
Anthony Pulis,20,midfielder,-,Stoke City,free transfer,2004,Portsmouth
Mark Burchill,24,forward,-,Heart of Midl.,free transfer,2004,Portsmouth
James Keene,18,forward,-,AFC Newbury,loan transfer,2004,Portsmouth
Gary O'Neil,21,midfielder,-,Cardiff,loan transfer,2004,Portsmouth
Shaun Cooper,20,midfielder,-,Kidderminster,loan transfer,2004,Portsmouth
Chris Clark,20,midfielder,-,Stoke City,loan transfer,2004,Portsmouth
Richard Duffy,19,defender,-,Burnley,loan transfer,2004,Portsmouth
Richard Duffy,19,defender,-,Coventry,loan transfer,2004,Portsmouth
John Curtis,25,defender,-,Preston,loan transfer,2004,Portsmouth
Gary Silk,19,defender,-,Wycombe,loan transfer,2004,Portsmouth
Kevin Harper,28,midfielder,-,Leicester,loan transfer,2004,Portsmouth
David Unsworth,31,defender,-,Ipswich,loan transfer,2004,Portsmouth
Ivica Mornar,30,forward,-,Stade Rennais,loan transfer,2004,Portsmouth
Mark Burchill,24,forward,-,Rotherham,loan transfer,2004,Portsmouth
James Keene,18,forward,-,Kidderminster,loan transfer,2004,Portsmouth
Harald Wapenaar,34,goalkeeper,-,Vitesse,?,2004,Portsmouth
Eyal Berkovic,32,midfielder,-,Without Club,-,2004,Portsmouth
Alan Knight,43,goalkeeper,-,Retired,-,2004,Portsmouth
Valéry Mézague,21,midfielder,-,Montpellier,"End of loanMay 1, 2005",2004,Portsmouth
Petri Pasanen,23,defender,-,Ajax,"End of loanJun 30, 2004",2004,Portsmouth
Lomana LuaLua,23,forward,-,Newcastle,"End of loanJun 30, 2004",2004,Portsmouth
Boris Zivkovic,28,defender,-,VfB Stuttgart,€200k,2003,Portsmouth
Lassina Diabaté,29,midfielder,-,AC Ajaccio,free transfer,2003,Portsmouth
Carl Robinson,27,midfielder,-,Sunderland,free transfer,2003,Portsmouth
Terry Parker,20,defender,-,Oxford United,free transfer,2003,Portsmouth
Luke Nightingale,22,forward,-,Southend United,free transfer,2003,Portsmouth
Carl Pettefer,22,midfielder,-,Southend United,free transfer,2003,Portsmouth
Lee Bradbury,28,forward,-,Derby,free transfer,2003,Portsmouth
Lee Molyneaux,20,defender,-,Derry City,free transfer,2003,Portsmouth
Paul Merson,35,midfielder,-,Walsall,free transfer,2003,Portsmouth
Sasa Ilic,30,goalkeeper,-,Barnsley FC,free transfer,2003,Portsmouth
Jason Crowe,24,defender,-,Grimsby Town,free transfer,2003,Portsmouth
Jamie Vincent,28,defender,-,Derby,free transfer,2003,Portsmouth
Neil Barrett,22,midfielder,-,Dundee FC,free transfer,2003,Portsmouth
